idvente,idmagasin,idclient,datevente,satisfactionclient
v_12927,m_20,c_90,2022-04-03,0
v_12928,m_18,c_51,2022-04-03,1
v_12929,m_4,c_87,2022-04-03,4
v_12930,m_22,c_98,2022-04-03,0
v_12931,m_9,c_92,2022-04-04,3
v_12932,m_16,c_10,2022-04-04,0
v_12933,m_1,c_39,2022-04-04,5
v_12934,m_7,c_61,2022-04-04,1
v_12935,m_9,c_18,2022-04-04,0
v_12936,m_3,c_96,2022-04-04,0
v_12937,m_6,c_64,2022-04-04,3
v_12938,m_11,c_19,2022-04-04,3
v_12939,m_6,c_51,2022-04-04,5
v_12940,m_5,c_85,2022-04-04,4
v_12941,m_4,c_53,2022-04-04,5
v_12942,m_17,c_3,2022-04-04,3
v_12943,m_1,c_51,2022-04-05,1
v_12944,m_6,c_53,2022-04-05,1
v_12945,m_13,c_44,2022-04-05,5
v_12946,m_11,c_22,2022-04-05,2
v_12947,m_4,c_69,2022-04-05,3
v_12948,m_22,c_91,2022-04-05,0
v_12949,m_14,c_14,2022-04-05,0
v_12950,m_10,c_6,2022-04-05,1
v_12951,m_23,c_96,2022-04-05,5
v_12952,m_9,c_63,2022-04-05,4
v_12953,m_20,c_49,2022-04-05,1
v_12954,m_8,c_18,2022-04-05,1
v_12955,m_11,c_94,2022-04-05,5
v_12956,m_13,c_70,2022-04-05,4
v_12957,m_8,c_78,2022-04-05,2
v_12958,m_19,c_69,2022-04-05,1
v_12959,m_21,c_90,2022-04-05,0
v_12960,m_8,c_73,2022-04-05,1
v_12961,m_21,c_50,2022-04-05,1
v_12962,m_18,c_40,2022-04-05,5
v_12963,m_17,c_56,2022-04-05,4
v_12964,m_5,c_27,2022-04-06,2
v_12965,m_17,c_1,2022-04-06,5
v_12966,m_1,c_17,2022-04-06,2
v_12967,m_18,c_97,2022-04-06,3
v_12968,m_14,c_50,2022-04-06,4
v_12969,m_2,c_38,2022-04-06,5
v_12970,m_7,c_40,2022-04-06,2
v_12971,m_8,c_94,2022-04-06,2
v_12972,m_17,c_85,2022-04-06,0
v_12973,m_6,c_15,2022-04-06,3
v_12974,m_16,c_44,2022-04-06,4
v_12975,m_6,c_98,2022-04-06,2
v_12976,m_8,c_52,2022-04-06,2
v_12977,m_15,c_26,2022-04-06,0
v_12978,m_15,c_79,2022-04-06,0
v_12979,m_14,c_87,2022-04-06,4
v_12980,m_4,c_73,2022-04-06,1
v_12981,m_9,c_33,2022-04-07,5
v_12982,m_12,c_99,2022-04-07,0
v_12983,m_1,c_20,2022-04-07,5
v_12984,m_11,c_65,2022-04-07,2
v_12985,m_10,c_16,2022-04-07,4
v_12986,m_11,c_21,2022-04-08,0
v_12987,m_16,c_42,2022-04-09,5
v_12988,m_13,c_14,2022-04-09,5
v_12989,m_10,c_35,2022-04-09,1
v_12990,m_10,c_48,2022-04-09,0
v_12991,m_4,c_40,2022-04-09,5
v_12992,m_23,c_90,2022-04-09,0
v_12993,m_5,c_72,2022-04-09,1
v_12994,m_20,c_48,2022-04-09,4
v_12995,m_19,c_48,2022-04-09,5
v_12996,m_8,c_79,2022-04-09,0
v_12997,m_19,c_31,2022-04-09,0
v_12998,m_3,c_43,2022-04-10,3
v_12999,m_12,c_11,2022-04-10,4
v_13000,m_17,c_71,2022-04-10,5
v_13001,m_1,c_26,2022-04-10,0
v_13002,m_16,c_64,2022-04-10,4
v_13003,m_19,c_10,2022-04-10,4
v_13004,m_10,c_2,2022-04-11,0
v_13005,m_3,c_18,2022-04-11,2
v_13006,m_3,c_51,2022-04-11,4
v_13007,m_23,c_22,2022-04-11,4
v_13008,m_20,c_44,2022-04-11,3
v_13009,m_3,c_65,2022-04-11,0
v_13010,m_23,c_57,2022-04-11,4
v_13011,m_1,c_56,2022-04-11,5
v_13012,m_5,c_37,2022-04-11,5
v_13013,m_3,c_2,2022-04-11,5
v_13014,m_5,c_81,2022-04-11,5
v_13015,m_10,c_32,2022-04-11,5
v_13016,m_17,c_15,2022-04-11,2
v_13017,m_1,c_44,2022-04-11,2
v_13018,m_6,c_100,2022-04-11,0
v_13019,m_16,c_42,2022-04-11,5
v_13020,m_3,c_90,2022-04-11,2
v_13021,m_15,c_66,2022-04-11,3
v_13022,m_1,c_93,2022-04-11,1
v_13023,m_1,c_99,2022-04-11,5
v_13024,m_21,c_81,2022-04-11,5
v_13025,m_11,c_1,2022-04-12,4
v_13026,m_7,c_96,2022-04-12,0
v_13027,m_2,c_56,2022-04-12,2
v_13028,m_8,c_93,2022-04-12,2
v_13029,m_11,c_61,2022-04-12,0
v_13030,m_2,c_32,2022-04-12,1
v_13031,m_11,c_43,2022-04-12,5
v_13032,m_11,c_91,2022-04-12,4
v_13033,m_10,c_92,2022-04-13,1
v_13034,m_3,c_36,2022-04-13,2
v_13035,m_11,c_86,2022-04-13,3
v_13036,m_19,c_11,2022-04-13,4
v_13037,m_7,c_82,2022-04-13,1
v_13038,m_11,c_92,2022-04-13,2
v_13039,m_13,c_78,2022-04-13,3
v_13040,m_18,c_45,2022-04-14,2
v_13041,m_5,c_67,2022-04-14,4
v_13042,m_7,c_48,2022-04-14,5
v_13043,m_11,c_100,2022-04-14,0
v_13044,m_5,c_16,2022-04-14,5
v_13045,m_20,c_18,2022-04-14,2
v_13046,m_12,c_57,2022-04-14,0
v_13047,m_5,c_7,2022-04-14,1
v_13048,m_6,c_11,2022-04-14,3
v_13049,m_21,c_3,2022-04-14,2
v_13050,m_8,c_54,2022-04-14,2
v_13051,m_12,c_17,2022-04-14,4
v_13052,m_8,c_80,2022-04-14,3
v_13053,m_6,c_33,2022-04-14,2
v_13054,m_14,c_77,2022-04-14,2
v_13055,m_10,c_48,2022-04-14,2
v_13056,m_10,c_65,2022-04-14,0
v_13057,m_21,c_7,2022-04-14,2
v_13058,m_17,c_30,2022-04-14,2
v_13059,m_12,c_42,2022-04-14,1
v_13060,m_11,c_89,2022-04-14,2
v_13061,m_18,c_35,2022-04-15,2
v_13062,m_7,c_32,2022-04-15,2
v_13063,m_3,c_12,2022-04-16,1
v_13064,m_14,c_1,2022-04-16,4
v_13065,m_10,c_45,2022-04-16,5
v_13066,m_3,c_74,2022-04-16,2
v_13067,m_14,c_83,2022-04-16,2
v_13068,m_4,c_30,2022-04-16,2
v_13069,m_6,c_10,2022-04-16,1
v_13070,m_4,c_4,2022-04-16,2
v_13071,m_11,c_30,2022-04-16,2
v_13072,m_14,c_21,2022-04-16,4
v_13073,m_13,c_84,2022-04-16,4
v_13074,m_3,c_79,2022-04-16,4
v_13075,m_20,c_56,2022-04-16,4
v_13076,m_16,c_79,2022-04-16,0
v_13077,m_19,c_95,2022-04-16,3
v_13078,m_18,c_68,2022-04-16,4
v_13079,m_6,c_100,2022-04-16,1
v_13080,m_20,c_99,2022-04-16,0
v_13081,m_10,c_74,2022-04-16,3
v_13082,m_5,c_88,2022-04-16,4
v_13083,m_14,c_69,2022-04-16,3
v_13084,m_4,c_25,2022-04-16,4
v_13085,m_11,c_92,2022-04-16,5
v_13086,m_2,c_99,2022-04-17,0
v_13087,m_12,c_53,2022-04-17,0
v_13088,m_16,c_7,2022-04-17,4
v_13089,m_16,c_27,2022-04-17,1
v_13090,m_1,c_83,2022-04-17,4
v_13091,m_1,c_16,2022-04-17,1
v_13092,m_18,c_50,2022-04-17,5
v_13093,m_8,c_14,2022-04-17,2
v_13094,m_4,c_37,2022-04-17,5
v_13095,m_15,c_52,2022-04-17,0
v_13096,m_2,c_3,2022-04-17,5
v_13097,m_22,c_74,2022-04-17,3
v_13098,m_21,c_2,2022-04-17,4
v_13099,m_16,c_35,2022-04-18,1
v_13100,m_1,c_11,2022-04-18,3
v_13101,m_13,c_42,2022-04-18,4
v_13102,m_2,c_1,2022-04-18,3
v_13103,m_8,c_74,2022-04-18,2
v_13104,m_9,c_46,2022-04-18,5
v_13105,m_15,c_25,2022-04-18,1
v_13106,m_7,c_96,2022-04-18,0
v_13107,m_20,c_93,2022-04-18,2
v_13108,m_11,c_9,2022-04-19,2
v_13109,m_12,c_67,2022-04-19,2
v_13110,m_23,c_16,2022-04-19,2
v_13111,m_14,c_95,2022-04-19,1
v_13112,m_21,c_26,2022-04-19,3
v_13113,m_3,c_86,2022-04-20,5
v_13114,m_13,c_12,2022-04-20,2
v_13115,m_20,c_78,2022-04-20,4
v_13116,m_8,c_81,2022-04-20,5
v_13117,m_2,c_58,2022-04-20,2
v_13118,m_22,c_46,2022-04-20,2
v_13119,m_2,c_55,2022-04-20,3
v_13120,m_23,c_70,2022-04-20,3
v_13121,m_9,c_89,2022-04-20,2
v_13122,m_2,c_70,2022-04-20,3
v_13123,m_19,c_26,2022-04-20,5
v_13124,m_11,c_63,2022-04-20,4
v_13125,m_9,c_19,2022-04-20,2
v_13126,m_19,c_51,2022-04-20,3
v_13127,m_5,c_61,2022-04-20,4
v_13128,m_13,c_94,2022-04-21,4
v_13129,m_5,c_1,2022-04-21,4
v_13130,m_2,c_68,2022-04-21,2
v_13131,m_20,c_2,2022-04-21,1
v_13132,m_14,c_86,2022-04-21,2
v_13133,m_12,c_77,2022-04-21,5
v_13134,m_9,c_49,2022-04-21,0
v_13135,m_20,c_92,2022-04-21,3
v_13136,m_23,c_74,2022-04-21,4
v_13137,m_15,c_91,2022-04-21,5
v_13138,m_14,c_54,2022-04-21,3
v_13139,m_22,c_84,2022-04-21,5
v_13140,m_2,c_53,2022-04-21,0
v_13141,m_20,c_91,2022-04-21,0
v_13142,m_12,c_56,2022-04-22,2
v_13143,m_21,c_82,2022-04-22,4
v_13144,m_18,c_26,2022-04-22,5
v_13145,m_17,c_38,2022-04-22,0
v_13146,m_7,c_72,2022-04-22,3
v_13147,m_8,c_47,2022-04-22,5
v_13148,m_7,c_50,2022-04-22,1
v_13149,m_15,c_13,2022-04-22,4
v_13150,m_7,c_46,2022-04-23,3
v_13151,m_3,c_40,2022-04-23,1
v_13152,m_3,c_68,2022-04-23,2
v_13153,m_13,c_69,2022-04-24,5
v_13154,m_17,c_47,2022-04-24,2
v_13155,m_16,c_67,2022-04-24,1
v_13156,m_5,c_80,2022-04-24,3
v_13157,m_1,c_81,2022-04-24,0
v_13158,m_20,c_70,2022-04-24,0
v_13159,m_9,c_73,2022-04-24,5
v_13160,m_14,c_98,2022-04-24,1
v_13161,m_18,c_50,2022-04-24,3
v_13162,m_21,c_71,2022-04-24,4
v_13163,m_22,c_37,2022-04-24,4
v_13164,m_16,c_60,2022-04-24,1
v_13165,m_16,c_84,2022-04-24,3
v_13166,m_10,c_68,2022-04-24,3
v_13167,m_12,c_53,2022-04-24,0
v_13168,m_13,c_72,2022-04-24,1
v_13169,m_21,c_66,2022-04-24,4
v_13170,m_10,c_94,2022-04-24,2
v_13171,m_7,c_64,2022-04-24,1
v_13172,m_22,c_28,2022-04-24,2
v_13173,m_18,c_81,2022-04-24,1
v_13174,m_12,c_89,2022-04-24,3
v_13175,m_13,c_19,2022-04-24,1
v_13176,m_4,c_2,2022-04-24,2
v_13177,m_2,c_6,2022-04-24,4
v_13178,m_16,c_48,2022-04-24,0
v_13179,m_6,c_68,2022-04-25,4
v_13180,m_15,c_82,2022-04-25,0
v_13181,m_3,c_51,2022-04-25,3
v_13182,m_9,c_32,2022-04-25,3
v_13183,m_10,c_68,2022-04-25,3
v_13184,m_11,c_8,2022-04-25,4
v_13185,m_14,c_34,2022-04-26,5
v_13186,m_1,c_67,2022-04-26,1
v_13187,m_13,c_69,2022-04-26,2
v_13188,m_8,c_66,2022-04-26,2
v_13189,m_20,c_21,2022-04-26,1
v_13190,m_20,c_79,2022-04-27,0
v_13191,m_11,c_19,2022-04-27,2
v_13192,m_13,c_69,2022-04-27,5
v_13193,m_7,c_38,2022-04-27,1
v_13194,m_7,c_51,2022-04-27,0
v_13195,m_18,c_18,2022-04-27,2
v_13196,m_11,c_25,2022-04-27,3
v_13197,m_16,c_64,2022-04-27,5
v_13198,m_19,c_62,2022-04-27,0
v_13199,m_7,c_44,2022-04-27,3
v_13200,m_6,c_78,2022-04-27,1
v_13201,m_14,c_3,2022-04-27,4
v_13202,m_20,c_73,2022-04-27,1
v_13203,m_20,c_54,2022-04-27,0
v_13204,m_13,c_29,2022-04-28,1
v_13205,m_20,c_58,2022-04-28,3
v_13206,m_19,c_59,2022-04-28,0
v_13207,m_4,c_42,2022-04-28,0
v_13208,m_5,c_87,2022-04-28,0
v_13209,m_14,c_28,2022-04-28,3
v_13210,m_19,c_65,2022-04-28,3
v_13211,m_7,c_60,2022-04-28,0
v_13212,m_6,c_25,2022-04-28,1
v_13213,m_6,c_65,2022-04-28,2
v_13214,m_17,c_84,2022-04-29,4
v_13215,m_23,c_26,2022-04-29,4
v_13216,m_18,c_96,2022-04-29,0
v_13217,m_12,c_59,2022-04-29,1
v_13218,m_3,c_99,2022-04-29,1
v_13219,m_16,c_86,2022-04-29,0
v_13220,m_1,c_33,2022-04-29,3
v_13221,m_20,c_77,2022-04-29,3
v_13222,m_17,c_76,2022-04-29,1
v_13223,m_11,c_31,2022-04-29,1
v_13224,m_7,c_51,2022-04-29,2
v_13225,m_19,c_10,2022-04-29,5
v_13226,m_14,c_18,2022-04-29,4
v_13227,m_20,c_90,2022-04-29,1
v_13228,m_20,c_31,2022-04-29,5
v_13229,m_3,c_62,2022-04-29,4
v_13230,m_13,c_53,2022-04-29,2
v_13231,m_6,c_40,2022-04-29,0
v_13232,m_2,c_58,2022-04-29,3
v_13233,m_7,c_79,2022-04-29,2
v_13234,m_15,c_67,2022-04-29,4
v_13235,m_23,c_60,2022-04-29,2
v_13236,m_10,c_87,2022-04-29,1
v_13237,m_17,c_25,2022-04-29,1
v_13238,m_20,c_73,2022-04-29,1
v_13239,m_14,c_54,2022-04-29,0
v_13240,m_2,c_59,2022-04-29,5
v_13241,m_12,c_41,2022-04-30,1
v_13242,m_16,c_36,2022-04-30,2
v_13243,m_14,c_69,2022-04-30,5
v_13244,m_4,c_61,2022-04-30,3
v_13245,m_20,c_89,2022-04-30,4
v_13246,m_5,c_9,2022-04-30,5
v_13247,m_17,c_95,2022-04-30,0
v_13248,m_21,c_84,2022-04-30,3
v_13249,m_4,c_45,2022-04-30,0
v_13250,m_1,c_47,2022-04-30,2
v_13251,m_11,c_40,2022-04-30,4
v_13252,m_23,c_59,2022-04-30,2
v_13253,m_9,c_46,2022-04-30,1
v_13254,m_4,c_72,2022-04-30,4
v_13255,m_5,c_95,2022-04-30,5
v_13256,m_1,c_6,2022-04-30,5
v_13257,m_13,c_72,2022-04-30,0
v_13258,m_14,c_54,2022-05-01,4
v_13259,m_12,c_99,2022-05-02,4
v_13260,m_10,c_32,2022-05-02,2
v_13261,m_3,c_54,2022-05-02,2
v_13262,m_9,c_88,2022-05-02,5
v_13263,m_11,c_4,2022-05-02,5
v_13264,m_15,c_62,2022-05-02,3
v_13265,m_6,c_70,2022-05-02,4
v_13266,m_9,c_75,2022-05-02,4
v_13267,m_3,c_50,2022-05-02,0
v_13268,m_4,c_89,2022-05-03,2
v_13269,m_15,c_9,2022-05-03,2
v_13270,m_20,c_60,2022-05-03,0
v_13271,m_12,c_24,2022-05-04,5
v_13272,m_15,c_27,2022-05-04,5
v_13273,m_18,c_72,2022-05-04,3
v_13274,m_8,c_84,2022-05-04,2
v_13275,m_5,c_24,2022-05-04,1
v_13276,m_16,c_68,2022-05-04,3
v_13277,m_11,c_80,2022-05-04,1
v_13278,m_1,c_46,2022-05-04,1
v_13279,m_4,c_64,2022-05-04,3
v_13280,m_17,c_66,2022-05-04,2
v_13281,m_12,c_82,2022-05-04,4
v_13282,m_23,c_83,2022-05-04,1
v_13283,m_16,c_76,2022-05-05,4
v_13284,m_8,c_60,2022-05-05,5
v_13285,m_1,c_42,2022-05-05,2
v_13286,m_2,c_7,2022-05-05,0
v_13287,m_10,c_23,2022-05-05,0
v_13288,m_23,c_57,2022-05-06,0
v_13289,m_23,c_6,2022-05-06,5
v_13290,m_2,c_38,2022-05-06,5
v_13291,m_23,c_17,2022-05-06,2
v_13292,m_16,c_9,2022-05-06,0
v_13293,m_22,c_28,2022-05-06,5
v_13294,m_16,c_10,2022-05-06,1
v_13295,m_9,c_90,2022-05-06,1
v_13296,m_8,c_52,2022-05-06,3
v_13297,m_15,c_66,2022-05-06,3
v_13298,m_21,c_51,2022-05-07,5
v_13299,m_5,c_43,2022-05-07,2
v_13300,m_6,c_34,2022-05-07,2
v_13301,m_15,c_33,2022-05-08,2
v_13302,m_20,c_41,2022-05-08,0
v_13303,m_8,c_52,2022-05-08,2
v_13304,m_22,c_33,2022-05-08,3
v_13305,m_16,c_5,2022-05-08,4
v_13306,m_19,c_49,2022-05-08,2
v_13307,m_14,c_60,2022-05-08,2
v_13308,m_6,c_14,2022-05-08,0
v_13309,m_23,c_60,2022-05-08,3
v_13310,m_1,c_81,2022-05-09,1
v_13311,m_23,c_13,2022-05-09,3
v_13312,m_6,c_35,2022-05-09,0
v_13313,m_18,c_51,2022-05-09,1
v_13314,m_15,c_88,2022-05-09,5
v_13315,m_10,c_82,2022-05-09,3
v_13316,m_8,c_32,2022-05-09,3
v_13317,m_21,c_39,2022-05-09,0
v_13318,m_9,c_24,2022-05-09,3
v_13319,m_15,c_48,2022-05-09,4
v_13320,m_2,c_36,2022-05-09,0
v_13321,m_4,c_80,2022-05-09,1
v_13322,m_5,c_36,2022-05-09,4
v_13323,m_1,c_36,2022-05-09,1
v_13324,m_12,c_48,2022-05-09,1
v_13325,m_12,c_2,2022-05-09,2
v_13326,m_1,c_15,2022-05-09,0
v_13327,m_13,c_58,2022-05-09,0
v_13328,m_9,c_64,2022-05-09,2
v_13329,m_4,c_45,2022-05-09,3
v_13330,m_11,c_13,2022-05-09,2
v_13331,m_11,c_94,2022-05-09,0
v_13332,m_4,c_83,2022-05-09,4
v_13333,m_16,c_57,2022-05-09,2
v_13334,m_2,c_70,2022-05-09,2
v_13335,m_2,c_99,2022-05-09,4
v_13336,m_11,c_74,2022-05-09,4
v_13337,m_14,c_73,2022-05-09,4
v_13338,m_16,c_32,2022-05-10,1
v_13339,m_10,c_10,2022-05-10,2
v_13340,m_20,c_56,2022-05-10,5
v_13341,m_16,c_40,2022-05-10,4
v_13342,m_7,c_50,2022-05-10,4
v_13343,m_13,c_8,2022-05-10,2
v_13344,m_8,c_39,2022-05-10,2
v_13345,m_22,c_50,2022-05-10,1
v_13346,m_2,c_82,2022-05-11,0
v_13347,m_8,c_38,2022-05-11,3
v_13348,m_4,c_32,2022-05-11,3
v_13349,m_6,c_100,2022-05-11,3
v_13350,m_20,c_16,2022-05-11,3
v_13351,m_19,c_85,2022-05-11,2
v_13352,m_23,c_79,2022-05-11,2
v_13353,m_23,c_14,2022-05-11,4
v_13354,m_23,c_97,2022-05-11,3
v_13355,m_23,c_100,2022-05-11,4
v_13356,m_13,c_42,2022-05-11,1
v_13357,m_16,c_21,2022-05-11,5
v_13358,m_8,c_44,2022-05-11,2
v_13359,m_18,c_79,2022-05-11,0
v_13360,m_6,c_57,2022-05-11,2
v_13361,m_11,c_21,2022-05-11,5
v_13362,m_1,c_12,2022-05-11,0
v_13363,m_5,c_61,2022-05-12,1
v_13364,m_14,c_31,2022-05-12,4
v_13365,m_17,c_58,2022-05-12,2
v_13366,m_16,c_81,2022-05-12,2
v_13367,m_23,c_5,2022-05-12,0
v_13368,m_21,c_93,2022-05-12,4
v_13369,m_19,c_51,2022-05-12,5
v_13370,m_11,c_65,2022-05-12,2
v_13371,m_16,c_43,2022-05-12,1
v_13372,m_23,c_51,2022-05-12,1
v_13373,m_15,c_6,2022-05-12,4
v_13374,m_19,c_11,2022-05-12,1
v_13375,m_6,c_47,2022-05-12,0
v_13376,m_3,c_45,2022-05-12,0
v_13377,m_10,c_71,2022-05-12,0
v_13378,m_18,c_78,2022-05-12,0
v_13379,m_2,c_24,2022-05-12,3
v_13380,m_18,c_96,2022-05-12,4
v_13381,m_3,c_43,2022-05-12,5
v_13382,m_17,c_84,2022-05-12,1
v_13383,m_9,c_30,2022-05-12,2
v_13384,m_15,c_60,2022-05-12,1
v_13385,m_6,c_48,2022-05-12,4
v_13386,m_11,c_96,2022-05-12,1
v_13387,m_5,c_50,2022-05-12,1
v_13388,m_16,c_46,2022-05-13,1
v_13389,m_18,c_13,2022-05-13,0
v_13390,m_6,c_28,2022-05-13,0
v_13391,m_12,c_10,2022-05-13,0
v_13392,m_14,c_100,2022-05-13,2
v_13393,m_1,c_1,2022-05-13,5
v_13394,m_16,c_20,2022-05-13,0
v_13395,m_10,c_22,2022-05-13,2
v_13396,m_13,c_45,2022-05-13,5
v_13397,m_7,c_32,2022-05-13,0
v_13398,m_9,c_88,2022-05-13,1
v_13399,m_9,c_22,2022-05-13,5
v_13400,m_7,c_40,2022-05-13,1
v_13401,m_17,c_28,2022-05-13,3
v_13402,m_20,c_39,2022-05-14,0
v_13403,m_4,c_7,2022-05-14,3
v_13404,m_16,c_20,2022-05-14,2
v_13405,m_14,c_19,2022-05-14,1
v_13406,m_21,c_60,2022-05-14,5
v_13407,m_21,c_10,2022-05-14,1
v_13408,m_19,c_59,2022-05-14,5
v_13409,m_4,c_80,2022-05-14,5
v_13410,m_1,c_32,2022-05-14,4
v_13411,m_15,c_22,2022-05-14,5
v_13412,m_8,c_33,2022-05-14,5
v_13413,m_18,c_38,2022-05-14,2
v_13414,m_14,c_98,2022-05-14,1
v_13415,m_21,c_66,2022-05-14,5
v_13416,m_9,c_28,2022-05-14,4
v_13417,m_21,c_12,2022-05-14,4
v_13418,m_14,c_11,2022-05-14,3
v_13419,m_23,c_62,2022-05-14,4
v_13420,m_1,c_62,2022-05-14,3
v_13421,m_8,c_29,2022-05-14,1
v_13422,m_12,c_74,2022-05-14,3
v_13423,m_1,c_66,2022-05-15,5
v_13424,m_13,c_70,2022-05-16,1
v_13425,m_19,c_2,2022-05-16,0
v_13426,m_3,c_1,2022-05-16,2
v_13427,m_10,c_85,2022-05-16,3
v_13428,m_4,c_16,2022-05-16,3
v_13429,m_18,c_1,2022-05-16,5
v_13430,m_12,c_29,2022-05-16,2
v_13431,m_12,c_89,2022-05-16,2
v_13432,m_13,c_11,2022-05-16,3
v_13433,m_1,c_1,2022-05-16,3
v_13434,m_6,c_91,2022-05-16,5
v_13435,m_18,c_17,2022-05-16,3
v_13436,m_15,c_75,2022-05-16,2
v_13437,m_16,c_58,2022-05-16,0
v_13438,m_14,c_70,2022-05-16,2
v_13439,m_13,c_39,2022-05-16,4
v_13440,m_23,c_80,2022-05-17,0
v_13441,m_20,c_68,2022-05-17,3
v_13442,m_6,c_83,2022-05-17,4
v_13443,m_15,c_83,2022-05-17,3
v_13444,m_21,c_69,2022-05-17,1
v_13445,m_17,c_57,2022-05-17,1
v_13446,m_10,c_21,2022-05-17,3
v_13447,m_23,c_47,2022-05-17,5
v_13448,m_5,c_84,2022-05-17,1
v_13449,m_6,c_39,2022-05-17,5
v_13450,m_2,c_80,2022-05-17,0
v_13451,m_10,c_80,2022-05-17,3
v_13452,m_4,c_51,2022-05-17,0
v_13453,m_15,c_54,2022-05-17,0
v_13454,m_11,c_29,2022-05-17,5
v_13455,m_10,c_39,2022-05-17,5
v_13456,m_5,c_34,2022-05-17,3
v_13457,m_20,c_57,2022-05-17,5
v_13458,m_19,c_6,2022-05-17,5
v_13459,m_10,c_28,2022-05-17,5
v_13460,m_21,c_75,2022-05-17,5
v_13461,m_23,c_91,2022-05-17,0
v_13462,m_2,c_23,2022-05-17,0
v_13463,m_6,c_69,2022-05-17,2
v_13464,m_22,c_6,2022-05-17,2
v_13465,m_12,c_12,2022-05-17,4
v_13466,m_7,c_4,2022-05-17,0
v_13467,m_13,c_54,2022-05-18,4
v_13468,m_22,c_54,2022-05-18,1
v_13469,m_16,c_94,2022-05-18,1
v_13470,m_18,c_9,2022-05-18,4
v_13471,m_21,c_70,2022-05-18,2
v_13472,m_18,c_43,2022-05-18,3
v_13473,m_9,c_18,2022-05-18,4
v_13474,m_15,c_8,2022-05-18,2
v_13475,m_20,c_75,2022-05-18,1
v_13476,m_4,c_93,2022-05-18,3
v_13477,m_22,c_49,2022-05-18,2
v_13478,m_7,c_52,2022-05-18,1
v_13479,m_22,c_35,2022-05-19,2
v_13480,m_10,c_33,2022-05-20,0
v_13481,m_16,c_64,2022-05-20,1
v_13482,m_9,c_94,2022-05-20,1
v_13483,m_3,c_9,2022-05-20,4
v_13484,m_1,c_18,2022-05-20,5
v_13485,m_16,c_76,2022-05-20,2
v_13486,m_15,c_79,2022-05-20,4
v_13487,m_16,c_20,2022-05-20,0
v_13488,m_19,c_48,2022-05-20,3
v_13489,m_15,c_39,2022-05-20,1
v_13490,m_7,c_37,2022-05-20,4
v_13491,m_5,c_12,2022-05-20,2
v_13492,m_8,c_68,2022-05-20,0
v_13493,m_19,c_86,2022-05-20,5
v_13494,m_18,c_53,2022-05-20,1
v_13495,m_15,c_56,2022-05-20,1
v_13496,m_13,c_40,2022-05-20,4
v_13497,m_12,c_76,2022-05-20,5
v_13498,m_7,c_55,2022-05-20,2
v_13499,m_13,c_35,2022-05-20,0
v_13500,m_10,c_39,2022-05-20,3
v_13501,m_23,c_69,2022-05-20,1
v_13502,m_15,c_5,2022-05-20,1
v_13503,m_17,c_17,2022-05-20,3
v_13504,m_1,c_32,2022-05-20,1
v_13505,m_11,c_70,2022-05-20,1
v_13506,m_5,c_24,2022-05-20,3
v_13507,m_15,c_87,2022-05-20,1
v_13508,m_13,c_71,2022-05-20,0
v_13509,m_20,c_30,2022-05-20,1
v_13510,m_2,c_9,2022-05-21,3
v_13511,m_22,c_24,2022-05-21,5
v_13512,m_18,c_32,2022-05-21,5
v_13513,m_3,c_92,2022-05-21,0
v_13514,m_18,c_100,2022-05-21,3
v_13515,m_3,c_9,2022-05-21,3
v_13516,m_16,c_13,2022-05-21,2
v_13517,m_8,c_19,2022-05-21,4
v_13518,m_4,c_6,2022-05-21,5
v_13519,m_22,c_70,2022-05-21,1
v_13520,m_12,c_87,2022-05-21,5
v_13521,m_18,c_2,2022-05-21,1
v_13522,m_20,c_30,2022-05-21,4
v_13523,m_9,c_72,2022-05-21,4
v_13524,m_6,c_94,2022-05-21,3
v_13525,m_10,c_21,2022-05-21,4
v_13526,m_6,c_75,2022-05-21,3
v_13527,m_13,c_88,2022-05-21,4
v_13528,m_21,c_45,2022-05-21,4
v_13529,m_5,c_91,2022-05-22,5
v_13530,m_3,c_97,2022-05-22,3
v_13531,m_15,c_95,2022-05-22,1
v_13532,m_21,c_4,2022-05-22,0
v_13533,m_15,c_20,2022-05-22,1
v_13534,m_10,c_79,2022-05-22,4
v_13535,m_23,c_96,2022-05-22,5
v_13536,m_14,c_57,2022-05-22,2
v_13537,m_23,c_57,2022-05-22,3
v_13538,m_9,c_20,2022-05-22,1
v_13539,m_12,c_47,2022-05-22,2
v_13540,m_21,c_43,2022-05-22,5
v_13541,m_7,c_32,2022-05-22,4
v_13542,m_17,c_36,2022-05-22,4
v_13543,m_6,c_17,2022-05-22,5
v_13544,m_2,c_84,2022-05-22,4
v_13545,m_7,c_5,2022-05-22,3
v_13546,m_8,c_67,2022-05-22,4
v_13547,m_18,c_18,2022-05-22,4
v_13548,m_19,c_30,2022-05-22,3
v_13549,m_2,c_85,2022-05-23,5
v_13550,m_17,c_28,2022-05-23,2
v_13551,m_13,c_91,2022-05-23,5
v_13552,m_10,c_78,2022-05-23,3
v_13553,m_18,c_99,2022-05-23,4
v_13554,m_3,c_29,2022-05-24,2
v_13555,m_20,c_67,2022-05-24,4
v_13556,m_6,c_29,2022-05-24,1
v_13557,m_22,c_78,2022-05-24,4
v_13558,m_6,c_18,2022-05-24,5
v_13559,m_23,c_24,2022-05-24,1
v_13560,m_18,c_35,2022-05-24,1
v_13561,m_1,c_4,2022-05-24,3
